#Tax ID	Gene ID	PubMed ID (PMID) list	last update timestamp	GeneRIF text
158	2827861	22371503	2012-11-24 11:18	structure of the FH-binding protein, FhbB, was solved to 1.7 A resolution; study provides significant new insight into the molecular basis of FH/FhbB interaction and advances our understanding of the role that T. denticola plays in the development and progression of periodontal disease.[FHBB]
160	2827863	25287511	2015-08-29 10:41	The structure of the TP0435 (Tp17) lipoprotein is characterized by an eight-stranded beta-barrel protein with a shallow "basin" at one end of the barrel and an alpha-helix stacked on the opposite end. [Tp17]
160	2827863	25944861	2016-01-30 10:29	study to elucidate role of the active center of Ftp_Tp in Mg2+-dependent FAD hydrolysis and in potential FMN transferase activities; findings imply mechanisms by which a dynamic pool of flavin cofactor is maintained and how flavoproteins are generated by Ftp_Tp locally in the periplasm [flavin-trafficking protein]
173	2827865	26449456	2016-02-06 10:30	Solution structure of leptospiral immunoglobulin-like protein A (LigA4 Big domain) has been presented. [LigA]
173	2827865	26517116	2016-04-02 11:29	The interaction between C4BP and Leptospira interrogans LcpA, LigA and LigB is sensitive to ionic strength and inhibited by heparin.[LigA, LigB]
173	2827865	26588685	2016-06-28 10:27	Unlike the DNA vaccine, the administration of recombinant OmpL37 induced a strong IgG antibody response. When individually administrated, both formulations stimulated a TNF-a mediated inflammatory response
173	2827865	27622634	2017-06-24 12:27	LigB bound to factor XIII and further interfered with the cross-linking of fibrinogen [LigB]
173	2827865	27989763	2017-03-25 10:44	Leptospira enolase also acts as an immune evasion protein by interacting with the negative complement regulators C4b binding protein and factor H.Enolase may facilitate leptospiral survival and dissemination, thus contributing to bacterial virulence [Enolase].
173	2827865	27996041	2018-07-14 10:10	Lsa21 is a potent TLR2 and TLR4 agonist that induces strong innate response and may play important role in Leptospira pathogenesis [Lsa21]
173	2827865	28291747	2017-12-02 11:42	Crystallization of FcpA from Leptospira, a novel flagellar protein that is essential for pathogenesis. [FcpA]
173	2827865	28601495	2017-07-29 10:50	The full-length Lcd1 and its N-terminal cGMP-specific phosphodiesterases, adenylyl cyclases, and FhlA (GAF) domain form dimers in solution.[Lcd1]
173	2827865	29184154	2018-07-07 11:27	These findings confirmed that HslUV AAA+ chaperone-Ntn peptidase complex of Leptospira interrogans contributes to leptospiral survival in hosts and transmission of leptospirosis.[HslU, HslV]
173	2827865	29634754	2018-07-28 11:01	FcpA together with FlaA2, produces coiling of periplasmic flagella of Leptospira, and the interaction between the sheath and core filament may be mediated by FcpA and FlaB1 [FlaA2, FcpA, FlaB2]
192	13160983	25557370	2015-12-19 10:43	propose that the GlnB protein acts as a 2-oxoglutarate-sensitive dissociable regulatory subunit of acetyl-CoA carboxylase enzyme [GlnB]
192	13160983	26708984	2016-12-17 10:46	The cdgA gene encoding diguanylate cyclase A (CdgA) is involved in biofilm formation and exopolysaccharide (EPS) production in Azospirillum brasilense Sp7.[cdgA]
192	13160983	26769130	2016-11-05 10:20	Ferritin is dominant iron-bearing protein in Azospirillum brasilense. [ferritin]
192	13160983	27393999	2017-04-08 10:48	The authors show that mutations in either flmA or flmB genes of Azospirillum brasilense resulted in non-motile cells due to alterations in the polar flagellum assembly. Moreover, these mutations also affected the capability of Azospirillum brasilense cells to adsorb to maize roots and to produce LPS and EPS.[flmA, flmB]
192	13160983	27557935	2017-08-12 10:25	AhpC is regulated negatively by OxyR1 and positively by RpoE2. [AhpC, OxyR1, RpoE2]
192	13160983	28812258	2018-08-18 10:48	FlhB1 gene is essential for correct assembly of both constitutive polar flagellum and inducible lateral flagella.[FlhB1]
195	3204980	17510271	2010-01-21 00:00	In C. jejuni, tet(O) was plasmid-encoded in 54 % of tetracycline-resistant isolates, whereas in C. coli, tet(O) appeared to be located on the chromosome.
195	3293152	27910897	2018-06-02 10:43	All rod-shaped Campylobacter jejuni transposons mutants and all rod-shaped laboratory, clinical and environmental Campylobacter jejuni and Campylobacter coli contained genetic changes within the pgp1 or pgp2 genes, which encode peptidoglycan modifying enzymes. [pgp1]; [pgp2]
197	3979052	16367742	2010-01-21 00:00	detailed comparison of the quinol:fumarate reductase enzymes from C. jejuni and H. pylori with that of W. succinogenes [QFR]
197	3979052	16618123	2010-01-21 00:00	in vitro characterization of PglC as a bacillosamine 1-phosphoryl transferase provides direct evidence for the early steps in the C. jejuni N-linked glycosylation pathway [PglC]
197	3979052	16728396	2010-01-21 00:00	analysis of PseG of pseudaminic acid biosynthesis [PseG]
197	3979052	17166222	2010-01-21 00:00	results showed that the point mutation was responsible, via a lack of binding of the CmeR repressor, for increased expression of the CmeABC efflux pump and consecutive multidrug resistance [CmeR]
197	3979052	17510271	2010-01-21 00:00	In C. jejuni, tet(O) was plasmid-encoded in 54 % of tetracycline-resistant isolates, whereas in C. coli, tet(O) appeared to be located on the chromosome.[tet(O)protein]
197	3979052	17631632	2010-01-21 00:00	Analyses of transformation frequencies and glycosylation statuses of N-glycosylated proteins indicated partial suppression of pglF by pseC.[ pglF, pseC]
197	3979052	17686491	2010-01-21 00:00	The crystal structure of CmeR to 2.2 A resolution, revealed a dimeric two-domain molecule with an entirely helical architecture similar to members of the TetR family of transcriptional regulators.[CmerR]
197	3979052	17766267	2010-01-21 00:00	beta 1,3-galactosyltransferase CgtB variants from the bacterium Campylobacter jejuni have distinct acceptor specificities [CgtB]
197	3979052	17827292	2010-01-21 00:00	The C. jejuni ppk1 mutant was also defective for the virulence-associated phenotype of intraepithelial cell survival in a tissue culture infection model and exhibited a striking, dose-dependent chick colonization defect [polyphosphate kinase 1]
197	3979052	18284594	2010-01-21 00:00	Strain 81-176 demonstrated GADH activity, converting d-gluconate to 2-keto-d-gluconate, that was higher at 42 degrees C than at 37 degrees C. In contrast, cj0414 and cj0415 mutants lacked GADH activity.[cj0414 and cj0415 in strain 81-176]
197	3979052	18287287	2010-01-21 00:00	The results demonstrate that cytolethal distendin toxin CDT(+) C. jejuni strains adhere to and invade epithelial cells more efficiently than CDT(-) strains. CDT is responsible for intestinal pathology and the colon is the major target. [DT]
197	3979052	18323612	2010-01-21 00:00	Diffraction data have been collected from these crystal forms to 2.5 and 2.95 A resolution, respectively[ stationary-phase survival E]
197	3979052	18509108	2010-01-21 00:00	Multifunctionality of Campylobacter jejuni sialyltransferase CstII. [CstII sialyltransferase]
197	3979052	18540372	2010-01-21 00:00	C. jejuni strains carrying a sialyltransferase gene (cst-II), which is essential for the biosynthesis of ganglioside-like lipooligosaccharides, are associated with the development of Guillain-Barre syndrome
197	3979052	18631239	2010-01-21 00:00	CetA has two transmembrane helices in a helical hairpin while CetB is a peripheral membrane protein tightly associated with the membrane. [CetA, CetB]
197	3979052	18835274	2010-01-21 00:00	Key residues in the binding site are essential for Cj0977 virulence function, suggesting a possible function of Cj0977 as an acyl-CoA binding regulatory protein.[Cj0977, sigma 28]]
197	3979052	18957592	2010-01-21 00:00	The maf4 mutant displayed strongly delayed bacterial autoagglutination.
197	3979052	18985818	2010-01-21 00:00	Report immunogenicity and immunoprotection of recombinant PEB1 in Campylobacter-jejuni-infected mice.
197	3979052	19349427	2010-01-21 00:00	The data indicate that Cj1279c is a novel adhesin. Because Cj1279c harbors fibronectin type III domains, the authors designated the protein FlpA, for fibronectin-like protein A.[FlpA]
197	3979052	19703978	2010-01-21 00:00	We have investigated a novel AA-ABC transporter system, encoded by cj0467 to cj0469 which led us to designate these genes (paqP and paqQ)
197	3979052	19737895	2010-01-21 00:00	Amino acid substitution mutagenesis demonstrated that R327, a basic amino acid that is highly conserved in CfrA, plays a critical role in ferric enterobactin acquisition in Campylobacter jejuni.[CfrA]
197	3979052	19824695	2010-01-21 00:00	The crystal structure of the GT family 42 Campylobacter jejuni alpha-2,3/2,8-sialyltransferase (CstII) provides key insights into the sialyl-transfer mechanism, including tentative identification of His188 as the catalytic base [CstII]
197	3979052	19880595	2010-01-21 00:00	Data conclude that FlpA mediates C. jejuni attachment to host epithelial cells via fibronectin binding.
197	3979052	19887444	2010-02-01 11:31	UDP-N-acetylgalactopyranose mutase (UNGM), has relaxed specificity and can use either UDP-Gal or UDP-GalNAc as a substrate.[UNGM]
197	3979052	19919002	2010-03-29 11:22	ModE of C. jejuni differentially regulates both molybdenum and tungsten transport (ModE).
197	3979052	20331969	2010-05-31 11:53	The result confirms that PglB is solely responsible for the oligosaccharyltransferase activity and complements the finding that PglB exhibits relaxed sugar substrate specificity.(PglB)
197	3979052	20585060	2010-09-20 11:05	A new FeEnt receptor CfrB was indentified and characterized using both in vitro and in vivo systems. [CfrB]
197	3979052	20808906	2010-11-06 11:06	role of PPK2 as a novel pathogenicity determinant that is critical for C. jejuni survival, adaptation, and persistence in the host environments [PPK2]
197	3979052	21098514	2011-09-24 10:15	The analysis constitutes the first characterization of an Oligosaccharyltransferase from delta-proteobacteria involved in N-linked protein glycosylation.
197	3979052	21139196	2011-03-26 10:23	The crystal structure of pyridoxal phosphate-bound SpeA from Campylobacter jejuni is reported at 3.0A resolution and that of Escherichia coli SpeA in complex with a sulfate ion is reported at 3.1A resolution.[SpeA]
197	3979052	21372092	2011-10-08 11:25	study describes that the possession of cytochrome c oxidoreductase (SOR)and the ability to utilize sulphite as an electron donor significantly influences bacterial motility, gene regulation, autoagglutination and the invasiveness of C. jejuni [SOR]
197	3979052	21730089	2011-10-22 11:05	membrane cholesterol plays an essential role in the binding of C. jejuni CDT subunits to membrane rafts, which promotes the pathogenic events in host cells[cdta, cdtb,cdtc]
197	3979052	21920435	2012-03-31 11:14	Cj0561c was more effectively induced by bile salts than cmeABC and taurocholate was superior to cholate as an inducer of transcription.  [Cj0561]
197	3979052	22028859	2012-02-25 10:58	the contribution of phoX in poly P synthesis and in TAT-system mediated stress responses [phoX]
197	3979052	22102034	2012-02-04 11:33	ChuZ-haemin complex crystals belonged to space group C222(1), with unit-cell parameters a = 106.474, b = 106.698, c = 52.464 A, alpha = beta = gamma = 90 degrees [ChuZ]
197	3979052	22143527	2012-05-26 10:45	Quality control C. jejuni ATCC33560 contains frameshift mutation in CmeR regulator. [CmerR]
197	3979052	22508861	2012-08-25 10:20	This study confirms that a putative galactosyltransferase encoded by cj1136 is involved in lipooligosaccharide biosynthesis and is important for Campylobacter jejuni virulence[cj1136].
197	3979052	22949186	2012-11-24 11:00	anabolic ornithine carbamoyltransferase structure presents an open conformation of the enzyme with a relatively flexible orientation of the L-ornithine-binding domain respective to the carbamoyl phosphate-binding domain[ornithine carbamoyltransferase ]
197	3979052	23129050	2013-06-15 10:58	Novel aminoglycoside 2''-phosphotransferase has been identified in Campylobacter jejuni. [aminoglycoside 2''-phosphotransferase]
197	3979052	23278903	2013-07-06 11:25	Together, this study identified and characterized a novel periplasmic trilactone esterase and suggested a new model of ferric enterobactin acquisition in Campylobacter jejuni.[trilactone esterase]
197	3979052	23902434	2013-11-16 10:04	Dihydrodipicolinate synthase from Campylobacter jejuni: kinetic mechanism of cooperative allosteric inhibition and inhibitor-induced substrate cooperativity(Dihydrodipicolinate synthase )
197	3979052	23936426	2014-04-05 13:48	pdxA gene affects the pyridoxal-5'-phosphate-mediated flagellar motility function [ pdxA]
197	3979052	24391495	2015-02-14 12:46	This is the first report characterising Cj1564 as a multi-ligand receptor for C. jejuni, we therefore, propose to name this receptor CcmL, Campylobacter chemoreceptor for multiple ligands.
197	3979052	24394413	2014-05-31 11:49	Peptidoglycan analysis of a Deltapgp1Deltapgp2 double mutant demonstrated that Pgp2 activity is required to generate the tripeptide substrate for Pgp1.[Pgp2, Pgp1]
197	3979052	24587249	2014-10-18 13:35	cj0268c gene is involved in mediating C. jejuni induced immunopathogenesis in vivo [cj0268c]
197	3979052	24753291	2015-01-31 12:31	Data report the crystal structure of C. jejuni CmeC, the outer membrane component of the CmeABC tripartite multidrug efflux system. The structure reveals a possible mechanism for substrate export.[CmeC]
197	3979052	24817703	2015-06-06 10:18	the role of His85 in the activity of CstII has been investigated by mutating it to Ala, Phe, Trp or Tyr. His85 is found to be essential for alpha2,3-sialyltransferase activity but not alpha2,8-sialyltransferase activity [CstII]
197	3979052	25074326	2015-06-20 12:06	Phenotype microarray analysis identifies a new peptide transporter A (CptA) shown to participate in the glutathione-derivative Cys-Gly catabolism in Campylobacter jejuni. [CptA]
197	3979052	25181355	2015-05-30 10:23	CjDsbA1 is the primary thiol-oxidoreductase affecting life processes associated with bacterial spread and host colonization and CjDsbA2 activity does not affect the same processes.[CjDsbA1, CjDsbA2]
197	3979052	25286856	2016-04-16 11:29	Crystall EptC structure reveals the requirement for Thr266 as well as the nearby residues Asn308, Ser309, His358 and His440 for EptC activity. [EptC]
197	3979052	25369463	2015-01-24 12:18	crystal structures of DHDPS from Campylobacter jejuni with and without its inhibitor bound to the allosteric sites
197	3979052	25698400	2015-05-30 11:04	The crystal structures of PseH, an N-acetyltransferase, alone and in complex with acetyl coenzyme A were determined at 1.95 A resolution. [PseH]
197	3979052	26234817	2016-08-06 11:15	ArsP is the first identified efflux system specific for trivalent organoarsenicals [Arsp]
197	3979052	26266984	2015-09-26 19:07	demonstration of mechanism of PglK-catalysed lipid-linked oligosaccharide flipping based on crystal structures in distinct states, a newly devised in vitro flipping assay, and in vivo studies [PglK]
197	3979052	26555736	2016-10-22 11:57	The H25 and H37 residues at the ferroxidase Dps are not strictly required for metal binding and oxidation. [Dps]
197	3979052	27693650	2017-06-24 11:59	The water-filled channel of MOMP has a narrow constriction zone, and single-molecule studies show a monomeric conductivity of 0.7+/-0.2 nS and a trimeric conductance of 2.2+/-0.2 nS.[MOMP]
197	3979052	27910897	2018-06-02 10:43	All rod-shaped Campylobacter jejuni transposons mutants and all rod-shaped laboratory, clinical and environmental Campylobacter jejuni and Campylobacter coli contained genetic changes within the pgp1 or pgp2 genes, which encode peptidoglycan modifying enzymes. [pgp1]; [pgp2]
197	3979052	27935836	2017-07-22 10:21	study confirms that both the heme uptake system and HeuR are required for full chicken gastrointestinal tract colonization, with the heuR mutant being particularly affected during competition with wild-type C. jejuni Transcriptomic analysis identified the chu genes-and those encoding other iron uptake systems-as regulatory targets of HeuR [HeuR].
197	3979052	28028852	2017-07-22 11:48	the first three-dimensional structures of the enzyme in various complexes determined to resolutions of 1.7 A or higher. Of particular significance are the external aldimine structures of WlaRG solved in the presence of either dTDP-3-amino-3,6-dideoxy-d-galactose or dTDP-3-amino-3,6-dideoxy-d-glucose.
197	3979052	28306506	2017-09-09 11:11	Report the crystal structures of Campylobacter jejuni Cas9 (CjCas9), one of the smallest Cas9 orthologs, in complex with a guide RNA and its target DNA.
197	3979052	29578334	2018-05-12 11:03	that Cj1415 catalyzes the ATP-dependent phosphorylation of CDP-NH2 to form 3'-phospho-cytidine-5'-diphosphoramidate. Cj1415 will also catalyze the phosphorylation of adenosine diphosphoramidate (ADP-NH2) and uridine diphosphoramidate (UDP-NH2) but at significantly reduced rates. It is proposed that Cj1415 be named cytidine diphosphoramidate kinase.
210	1167895	24552154	2014-09-13 12:14	The increased incidence of the tnpA gene in gastric cancer patients suggests a role of the tnpA gene in the development of H. pylori induced gastric cancer.
210	2827869	15113832	2010-01-21 00:00	The three-dimensional structure of H. pylori ACP and its structural characteristics were clarified using NMR and CD spectroscopy [Acyl carrier protein]
210	2827869	15502329	2010-01-21 00:00	crystal structure of Spermidine Synthase [Spermidine Synthase]
210	2827869	15583145	2010-01-21 00:00	interaction of HSP60 with TLR (toll-like receptors)in gastric epithelial cells contributes to development of gastic inflammation of H. pylori infection. [HSP60]
210	2827869	15629943	2010-01-21 00:00	results demonstrate that periplasmic carbonic anhydrase is essential for survival of H. pylori in an acid environment studied in vitro [alpha-CA strain ATCC43504]
210	2827869	15866208	2010-01-21 00:00	interacts with fibronectin and alters HeLa cell adhesion and cytoskeletal organization in vitro [VacA]
210	2827869	16182250	2010-01-21 00:00	The vacuolating activity of VacA is due mainly to the free-soluble form rather than the outer membrane vesicle-associated form of VacA.
210	2827869	16335005	2010-05-31 12:11	Variance of vacA genotypes of local H. pylori isolates mainly lied in mid-region.[VacA]
210	2827869	16419067	2010-01-21 00:00	Crystal structure of quinolinic acid phosphoribosyltransferase from Helicobacter pylori [Hp-QAPRTase]
210	2827869	16545604	2010-01-21 00:00	role of DsbI protein in Helicobacter pylori pathogenesis; demonstrated that a dsbI mutant impaired in disulfide bond formation revealed a greatly reduced ability to colonize mice gastric mucosa [DsbI]
210	2827869	16806003	2010-01-21 00:00	The recombinant KatA has original antigenicity. [KatA]
210	2827869	16872629	2010-01-21 00:00	Altogether, Ni-free and Ni-bound structures have allowed determination of the route for nickel within HpNikR and reveal the cooperativity between the tetramerization domain and the DNA-binding domain. [NikR protein]
210	2827869	16951684	2010-01-21 00:00	We identify the gene hp0421 as encoding the enzyme cholesterol-alpha-glucosyltransferase responsible for cholesterol glucosylation [hp0421]
210	2827869	16997572	2010-01-21 00:00	we analyzed the amino acid sequence of HrcA that predicted association of this protein to the inner membrane, which was experimentally verified. The functionality of the purified protein was then confirmed with an in vitro DNA-binding assay.[HrcA]
210	2827869	17021670	2010-01-21 00:00	The prevalence of cytotoxin-associated gene A positivity was significantly higher in Behcet's disease compared to the controls [cagA]
210	2827869	17045509	2010-01-21 00:00	hp0015 is associated with adhesion, and hp0015, hp0016, and hp0017 are associated with natural transformation. Hp0017 has been named as virB4/comB4. Therefore, hp0015 and hp0016 are named as comB2 and comB3, respectively.[virB4, comB2, comB3]
210	2827869	17144677	2010-01-21 00:00	structure-function relationships of residues in the fifth transmembrane domain (TM5) of the Na+/H+ antiporter A (NhaA) from Helicobacter pylori [Na+/H+ antiporter]
210	2827869	17237808	2010-01-21 00:00	These results indicate that perturbation of the E-cadherin/beta-catenin complex by H. pylori CagA plays an important role in the development of intestinal metaplasia.
210	2827869	17244794	2010-01-21 00:00	results suggest that ERK and p38 MAPK signalling linked to the TLR2 recognition receptor in human monocytes may be an important pathway in H. pylori-HSP60-induced IL-8 secretion [HSP-60]
210	2827869	17307742	2010-01-21 00:00	Helicobacter pylori formamidase AmiF has a cysteine-glutamate-lysine catalytic triad, as shown by crystallographic analysis
210	2827869	17329242	2010-01-21 00:00	GatCAB is equally efficient in glutamine-dependent transamidation of Asp-tRNAAsn and Glu-tRNAGln [GatCAB]
210	2827869	17371778	2010-01-21 00:00	The H.pylori neutrophil-activating protein is able to bind and condense DNA by a mechanism different from that described for E.coli Dps (neutrophil-activating protein).
210	2827869	17428306	2010-01-21 00:00	Study identified Crk adapter proteins, Rac1 and H-Ras, but not RhoA or Cdc42 as crucial components of the CagA-induced phenotype.
210	2827869	17438024	2010-01-21 00:00	High levels of diversity of activity of CagA H. pylori strains in gastric epithelial cells and its association with polymorphism in CagA gene. [CagA]
